jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,status_validasi
Dalam Negeri,RSUD BULELENG,"JALAN NGURAH RAI 30 SINGARAJA, DESA/KELURAHAN KENDRAN, KEC. BULELENG, KAB. BULELENG, PROVINSI BALI",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240700584,2024-07-15,PID50553,10,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RSUD BULELENG,"JALAN NGURAH RAI 30 SINGARAJA, DESA/KELURAHAN KENDRAN, KEC. BULELENG, KAB. BULELENG, PROVINSI BALI",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241101519,2024-11-29,PIH45253,3,"DUS, 10 VIAL @ 10 ML",2026-07-31 00:00:00,,VALID
Dalam Negeri,APOTEK K24 MOJOKERTO MOJO FARMA BERKAT SEJAHTERA,JALAN PAHLAWAN NOMOR 10C RT. 005 RW. 001 MIJI KRANGGAN,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,DO-41001/2401/20398,2024-01-10,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,Delivery Order To Apotek K-24 Mojokerto (PT. MOJO FARMA BERKAT SEJAHTERA),VALID
Dalam Negeri,APOTEK K24 MOJOKERTO MOJO FARMA BERKAT SEJAHTERA,JALAN PAHLAWAN NOMOR 10C RT. 005 RW. 001 MIJI KRANGGAN,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,DO-41001/2402/32266,2024-02-07,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,Delivery Order To Apotek K-24 Mojokerto (PT. MOJO FARMA BERKAT SEJAHTERA),VALID
Dalam Negeri,APOTEK K24 MOJOKERTO MOJO FARMA BERKAT SEJAHTERA,JALAN PAHLAWAN NOMOR 10C RT. 005 RW. 001 MIJI KRANGGAN,,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,DO-41001/2402/37714,2024-02-20,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,Delivery Order To Apotek K-24 Mojokerto (PT. MOJO FARMA BERKAT SEJAHTERA),VALID
Dalam Negeri,RSUD KABUPATEN NABIRE,"JALAN R.E MARTADINATA KELURAHAN SRIWINI DISTRIK NABIRE KABUPATEN NABIRE PROVINSI PAPUA, 98816",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241101785,2024-11-30,PIK63052,4,"DUS, 10 VIAL @ 10 ML",2025-09-30 00:00:00,,VALID
Dalam Negeri,RSUD KABUPATEN NABIRE,"JALAN R.E MARTADINATA KELURAHAN SRIWINI DISTRIK NABIRE KABUPATEN NABIRE PROVINSI PAPUA, 98816",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241101785,2024-11-30,PIH46953,6,"DUS, 10 VIAL @ 10 ML",2026-07-31 00:00:00,,VALID
Dalam Negeri,RSUD WANGAYA KOTA DENPASAR,"JALAN RA KARTINI NO 133, KELURAHAN DAUH PURI KAJA, KECAMATAN DENPASAR UTARA, KOTA DENPASAR, PROVINSI BALI, 80231",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240701176,2024-07-25,PID50553,5,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RSUD WANGAYA KOTA DENPASAR,"JALAN RA KARTINI NO 133, KELURAHAN DAUH PURI KAJA, KECAMATAN DENPASAR UTARA, KOTA DENPASAR, PROVINSI BALI, 80231",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240900248,2024-09-11,PID50553,3,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,APOTEK K24 BLURU SIDOARJO KURNIA SEHAT SENTOSA,"JALAN RAYA BLURU NO. 8, SIDOKLUMPUK, SIDOARJO, KAB. SIDOARJO, JAWA TIMUR, 61233",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2401/10363,2024-01-02,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Bluru, Sidoarjo (PT. KURNIA SEHAT SENTOSA)",VALID
Dalam Negeri,APOTEK K24 BLURU SIDOARJO KURNIA SEHAT SENTOSA,"JALAN RAYA BLURU NO. 8, SIDOKLUMPUK, SIDOARJO, KAB. SIDOARJO, JAWA TIMUR, 61233",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,DO-41001/2402/32775,2024-02-08,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Delivery Order To Apotek K-24 Bluru, Sidoarjo (PT. KURNIA SEHAT SENTOSA)",VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240004603,2024-01-10,4821405,1,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240006661,2024-01-12,4821405,5,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240018599,2024-01-30,4821405,5,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240023324,2024-02-06,4821405,10,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240206016,2024-10-28,4641075,10,"DUS, 1 VIAL @ 10 ML",2026-05-31 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240248573,2024-12-24,4641075,5,"DUS, 1 VIAL @ 10 ML",2026-05-31 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240031132,2024-02-19,4821405,10,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240056715,2024-03-26,4821405,10,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240072462,2024-04-22,4821405,5,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240098143,2024-05-29,4821405,5,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240126437,2024-07-09,4821405,3,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240131451,2024-07-16,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240140041,2024-07-29,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH KALITIDU BJNGR,JALAN RAYA KALITIDU 266 KALITIDU - KALITIDU,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240167338,2024-09-03,4641075,10,"DUS, 1 VIAL @ 10 ML",2026-05-31 00:00:00,,VALID
Dalam Negeri,RSUD MANGUSADA BADUNG,"JALAN RAYA KAPAL, MANGUPURA, KELURAHAN KAPAL, KECAMATAN MENGWI, KABUPATEN BADUNG, PROVINSI BALI, 80351",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240500506,2024-05-20,PID50253,33,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,APOTEK KIMIA FARMA 232 SEMINYAK,"JALAN RAYA KEROBOKAN NO. 140, KELURAHAN KEROBOKAN KELOD, KECAMATAN KUTA UTARA, KABULPATEN BADUNG, PROVINSI BALI, 80361",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240400235,2024-04-17,PIH05152,200,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,APOTEK KIMIA FARMA 232 SEMINYAK,"JALAN RAYA KEROBOKAN NO. 140, KELURAHAN KEROBOKAN KELOD, KECAMATAN KUTA UTARA, KABULPATEN BADUNG, PROVINSI BALI, 80361",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240400535,2024-04-25,PIH05152,200,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS CAHYA MEDIKA BONDOWOSO,"JALAN RAYA PAKISAN NO. 24, KAMPUNG LUMBUNG, KEL. BATAAN",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,Jawa Timur,Kab. Jember,8370271466,2024-06-20,PIH05452,1,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS CAHYA MEDIKA BONDOWOSO,"JALAN RAYA PAKISAN NO. 24, KAMPUNG LUMBUNG, KEL. BATAAN",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,Jawa Timur,Kab. Jember,8370280172,2024-09-05,PIH06252,1,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS ARAFAH REMBANG,"JALAN RAYA REMBANG - LASEM KM.5 REMBANG DESA TRITUNGGAL KECAMATAN REMBANG, KABUPATEN REMBANG PROVINSI JAWA TENGAH, 59219",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240400516,2024-04-25,PIH05152,10,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RSUD BUNG KARNO,JALAN SUNGAI SERANG I RT 03 RW 03 KELURAHAN MOJO KECAMATAN PASAR KLIWON KOTA SURAKARTA JAWA TENGAH 57117,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241100968,2024-11-20,PIH45053,1,"DUS, 10 VIAL @ 10 ML",2026-07-31 00:00:00,,VALID
Dalam Negeri,RS BANGLI MEDIKA CANTI,"JALAN TIRTA GIRI KUTRI L.C. SUBAK AYA, KELURAHAN BEBALANG, KECAMATAN BANGLI, KABUPATEN BANGLI, PROVINSI BALI, 80661",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241001057,2024-10-29,PID50653,1,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA DENPASAR,"JALAN TRIJATA NO. 32 DANGIN PURI KANGIN KECAMATAN DENPASAR UTARA, KOTA DENPASAR , PROVINSI BALI, 80233",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240500163,2024-05-08,PID50253,1,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA DENPASAR,"JALAN TRIJATA NO. 32 DANGIN PURI KANGIN KECAMATAN DENPASAR UTARA, KOTA DENPASAR , PROVINSI BALI, 80233",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241000556,2024-10-18,PID50653,1,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RSUD POP R KOESMO DR,JALAN. DR. WAHIDIN SUDIROHUSODO NOMOR 800 RT. 002 RW. 001 SIDOREJO-TUBAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240007108,2024-01-15,5122124,6,"DUS, 5 VIAL @ 10 ML",2024-11-30 00:00:00,,VALID
Dalam Negeri,RSUD POP R KOESMO DR,JALAN. DR. WAHIDIN SUDIROHUSODO NOMOR 800 RT. 002 RW. 001 SIDOREJO-TUBAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240034116,2024-02-23,5122124,10,"DUS, 5 VIAL @ 10 ML",2024-11-30 00:00:00,,VALID
Dalam Negeri,RSUD POP R KOESMO DR,JALAN. DR. WAHIDIN SUDIROHUSODO NOMOR 800 RT. 002 RW. 001 SIDOREJO-TUBAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240040918,2024-03-05,5232149,10,"DUS, 5 VIAL @ 10 ML",2025-11-30 00:00:00,,VALID
Dalam Negeri,RSUD POP R KOESMO DR,JALAN. DR. WAHIDIN SUDIROHUSODO NOMOR 800 RT. 002 RW. 001 SIDOREJO-TUBAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240089380,2024-05-16,4340532,14,"DUS, 5 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,APOTEK K24 MOJOKUMPUL MOJOKERTO ASH JAYA INDONESIA,"Jatikumpul RT/RW 02/04 Mojokumpul, Kemlagi, Mojokerto",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2401/19013,2024-01-18,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Mojokumpul, Mojokerto (PT. ASH JAYA INDONESIA)",VALID
Dalam Negeri,APOTEK K24 MOJOKUMPUL MOJOKERTO ASH JAYA INDONESIA,"Jatikumpul RT/RW 02/04 Mojokumpul, Kemlagi, Mojokerto",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2402/28342,2024-02-05,66014006,2,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Mojokumpul, Mojokerto (PT. ASH JAYA INDONESIA)",VALID
Dalam Negeri,RS PUTRA WASPADA TULUNGAGUNG,"JAYENG KUSUMA, JL RT002 RW006",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320627567,2024-08-07,PIH05152,2,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,-,VALID
Dalam Negeri,RS PUTRA WASPADA TULUNGAGUNG,"JAYENG KUSUMA, JL RT002 RW006",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,Jawa Timur,Kab. Malang,8320628853,2024-08-13,PIH05152,2,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,-,VALID
Dalam Negeri,APOTEK K24 CENDERAWASIH MAKASSAR MAKARYA,"Jl Cendrawasih No 9 Karang Anyer Mamajang , Makasar, Sulawesi Selatan",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,DO-41001/2401/24658,2024-01-22,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Delivery Order To Apotek K-24 Cenderawasih, Makassar (CV. CENDERAWASIH MAKARYA)",VALID
Dalam Negeri,APOTEK K24 KALIBOBO NABIRE,"JL CH. MARTHA TINAHU RT. 2 RW. 1 KALI BOBO, NABIRE KAB. NABIRE PAPUA",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2401/22007,2024-01-24,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Kalibobo, Nabire (PT. PRIMA JAYA KALDEA)",VALID
Dalam Negeri,APOTEK K24 KALIBOBO NABIRE,"JL CH. MARTHA TINAHU RT. 2 RW. 1 KALI BOBO, NABIRE KAB. NABIRE PAPUA",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2402/32820,2024-02-13,66014006,1,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Kalibobo, Nabire (PT. PRIMA JAYA KALDEA)",VALID
Dalam Negeri,APOTEK K24 KALIBOBO NABIRE,"JL CH. MARTHA TINAHU RT. 2 RW. 1 KALI BOBO, NABIRE KAB. NABIRE PAPUA",,,"KETAMINE HYDROCHLORIDE, Propilena glikol (propana-1,2- diol)",IVANES,IKAPHARMINDO PUTRAMAS TBK,KARYA DWI ELANG,Jawa Timur,Kota Surabaya,INV-41001/2402/39686,2024-02-26,66014006,3,"DUS,1 VIAL 10 ML",2026-02-01 00:00:00,"Sold To Apotek K-24 Kalibobo, Nabire (PT. PRIMA JAYA KALDEA)",VALID
Dalam Negeri,RSU PKU MUHAMMADIYAH ROGOJAMPI BANYUWANGI,JL DIPONEGORO NO.20 ROGOJAMPI,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,Jawa Timur,Kab. Jember,8370262329,2024-03-27,PIH05452,2,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RSU PKU MUHAMMADIYAH ROGOJAMPI BANYUWANGI,JL DIPONEGORO NO.20 ROGOJAMPI,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,Jawa Timur,Kab. Jember,8370284588,2024-10-15,PIK62352,3,"DUS, 1 VIAL @ 10 ML",2025-09-30 00:00:00,,VALID
Dalam Negeri,RS AMANAH,JL DR MOCH SALEH NO 43 PRB,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404030064,2024-08-23,PIH45453,1,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RS MUHAMMADIYAH JOMBANG,JL DR SOETOMO NO 15,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313524000878,2024-12-06,2401023,2,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH JOMBANG,JL DR SOETOMO NO 15,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,133524014483,2024-06-04,2307088,2,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,,VALID
Dalam Negeri,RS MUHAMMADIYAH JOMBANG,JL DR SOETOMO NO 15,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313524000520,2024-08-06,2309118,3,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,,VALID
Dalam Negeri,RS DARMAYU,"JL DR SOETOMO NO 50, RT 2 RW 5, BANGUNSARI, PONOROGO, PONOROGO, JAWATIMUR",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404022531,2024-06-24,PID50553,2,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RS DARMAYU,JL DR SOETOMO NO.44 PONOROGO,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404000378,2024-01-06,PIK62552,2,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RUMAH SAKIT BANTUAN 05 08,Jl Gubeng Pojok no 21,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,33492,2024-07-10,2309118,52,Dus 1 Vial @ 10 ml,2025-11-01 00:00:00,KTM 100mg Injeksi 1vial/10ml,VALID
Dalam Negeri,RUMAH SAKIT BANTUAN 05 08,Jl Gubeng Pojok no 21,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,35609,2024-07-23,2401023,64,Dus 1 Vial @ 10 ml,2026-02-01 00:00:00,KTM 100mg Injeksi 1vial/10ml,VALID
Dalam Negeri,RUMAH SAKIT BANTUAN 05 08,Jl Gubeng Pojok no 21,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,41353,2024-08-22,2401023,50,Dus 1 Vial @ 10 ml,2026-02-01 00:00:00,KTM 100mg Injeksi 1vial/10ml,VALID
