jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,RS HERMINA,"JL. RAYA PASURUAN-PROBOLINGGO KM.5 RT.01 RW.01 SAMBIREJO REJOSO, KAB. PASURUAN 67181",PASURUAN,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125001030,2025-01-06,IMRPA41515,2,"DUS, 1 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,JL. MAYJEND SUNGKONO NO. 16 - 20,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/02065,2025-01-06,EF4577A,33,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH AHMAD DAHLAN,JL. GATOT SUBROTO NO.84 NGAMPEL MOJOROTO KEDIRI 64112,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-01-06,IMRPA41528,50,"DUS, 1 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,JL. MAYJEND SUNGKONO NO. 16-20 SURABAYA 60225,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125001790,2025-01-06,IMRPA41533,15,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,407,2025-01-06,O4074,6,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS ONKOLOGI SURABAYA,JL. ARIF RACHMAN HAKIM NO.184,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341016936,2025-01-06,IMRPA41544,10,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK PRATAMA KENCANA MEDIKA,JL. RAYA KENDANGSARI NO.78 SURABAYA 60292,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125002225,2025-01-07,IMRPA41533,6,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Klinik,1
DALAM NEGERI,RSUD KOTA MADIUN,JL. CAMPURSARI NO. 12B SOGATEN KOTA MADIUN 63127,KOTA MADIUN,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-01-07,IMRPA41528,200,"DUS, 1 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS PREMIER SURABAYA,JL. NGINDEN INTAN BARAT,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341017422,2025-01-07,PSE51753,10,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR HARYOTO,"JL. BASUKI RAHMAT NO 05, TOMPOKERSAN, KAB. LUMAJANG 67311",LUMAJANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,@,2025-01-07,IMRPA41528,17,"DUS, 1 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI JEMURSARI,JL. JEMURSARI 51 - 57,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2808036603,2025-01-07,D4E788,1,"DUS, 10 VIAL @ 1 G",2026-05-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125001592,2025-01-07,I037N002,17,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PT GALOEH HUSADA FARMA,JL. SULUNG SEKOLAHAN NO. 2 D-E,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341017331,2025-01-07,PSE51753,30,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,PBF,1
DALAM NEGERI,RS BHAYANGKARA,"JL. PANGLIMA SUDIRMAN 169 KLANGON, BOJONEGORO 62113",Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325000093,2025-01-07,IMRPA41533,20,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK PRATAMA KENCANA MEDIKA,JL. RAYA KENDANGSARI NO.78 SURABAYA 60292,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125002225,2025-01-07,IMRPA41533,12,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Klinik,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO SURABAYA,"JL. RAYA DARMO, NO:90",Kota Surabaya,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250100930,2025-01-07,EHC020,10,"DUS, 1 VIAL @ 1 G",2025-11-30 00:00:00,TRIAL,Rumah Sakit,1
DALAM NEGERI,RS MAWADDAH MEDIKA,JL. RAYA NGIJINGAN NGORO,Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341017855,2025-01-07,IMRPA41544,10,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR HARYOTO,"JL. BASUKI RAHMAT NO 05, TOMPOKERSAN, KAB. LUMAJANG 67311",LUMAJANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,@,2025-01-07,IMRPA41525,33,"DUS, 1 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. UNDAAN WETAN NO. 40 - 44,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/02780,2025-01-07,EF4577A,10,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS AL IRSYAD,JL. KHM. MANSYUR 210-214 SBY 60151,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325000108,2025-01-07,IMRPA41533,20,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL. PANJI SUROSO NO.2-4,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625000346,2025-01-07,O4074,5,"DUS, 1 VIAL @ 1 G",2026-08-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RS WILLIAM BOOTH,JL. RAYA DIPONEGORO NO.34,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341017303,2025-01-07,PSE51753,1,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI JEMURSARI,JL. JEMURSARI 51 - 57,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2808039235,2025-01-08,D4E789,1,"DUS, 10 VIAL @ 1 G",2026-05-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD DR SOEBANDI,JALAN DR SOEBANDI NO. 124 PATRANG 68111,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,@,2025-01-08,I604N109,190,"DUS, 1 VIAL @ 1 GRAM",2027-11-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS BHAYANGKARA,JL. PANGLIMA SUDIRMAN NO.168-169,Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341018054,2025-01-08,PSE51753,4,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. UNDAAN WETAN NO. 40 - 44,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,"MEROSAN 0,5",SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/04272,2025-01-08,EF4578,15,"DUS, 1 VIAL @ 0,5 G",2026-06-07 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU AURA SYIFA,JL. JOYOBOYO NO. 42 DLOPO,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808040442,2025-01-08,D41024J,2,"DUS, 10 VIAL @ 1 G",2026-04-01 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002034,2025-01-08,I037N002,15,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL. PANJI SUROSO NO.2-4,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625000455,2025-01-08,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RSUD KALISAT,JL. MH. THAMRIN 31 JEMBER,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370293552,2025-01-08,IMRPA41544,25,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WIYUNG SEJAHTERA,JL. KARANGAN PDAM NO. 1-3,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2808040840,2025-01-08,D4E789,1,"DUS, 10 VIAL @ 1 G",2026-05-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341018218,2025-01-08,PSE51753,2,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. UNDAAN WETAN NO. 40 - 44,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/04529,2025-01-09,EF4577B,22,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002345,2025-01-09,I037N002,20,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002327,2025-01-09,I037N002,30,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,JL.KOMBES POL DURYAT NO 17,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320661658,2025-01-09,PSH87953,20,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS ADI HUSADA SURABAYA,SURABAYA,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250026716,2025-01-09,I037N003,9,"DUS, 1 VIAL @ 1 G",2027-09-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK ASSALAMMUALAIKUM FARMA,JL. KARANG INDAH BLOK BG NO. 38 TUBAN,Kab. Tuban,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,1646,2025-01-09,O4064,7,"DUS, 1 VIAL @ 1 G",2026-07-01 00:00:00,MEROTIK INJEKSI 1 GR,Apotek,1
DALAM NEGERI,RS ADI HUSADA SURABAYA,SURABAYA,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250026716,2025-01-09,I037N002,31,"DUS, 1 VIAL @ 1 G",2027-04-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,1104,2025-01-09,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. UNDAAN WETAN NO. 40 - 44,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/04529,2025-01-09,EF4577A,28,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL. PANJI SUROSO NO.2-4,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625000617,2025-01-09,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RSU CITRA MEDIKA,JL.LAMONGREJO NO.28 JETIS LAMONGAN,Kab. Lamongan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,JAWA TIMUR,KAB. SIDOARJO,2500301000580/SJ25003000616/250031000615,2025-01-09,CJ24030A,1,"DUS , 10 VIAL @ 1G",2026-03-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,JL. JEND POL SUCIPTO JUDODIHARJO NO.12,Kab. Bondowoso,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,4.00E+27,2025-01-09,D4J112,6,"DUS, 10 VIAL @ 1 G",0000-00-00,MEROPENEM INJEKSI 1 G / RS BHAYANGKARA BONDOWOSO / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,1285,2025-01-10,O4074,5,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,1284,2025-01-10,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,SURABAYA,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250034749,2025-01-10,I037N003,38,"DUS, 1 VIAL @ 1 G",2027-09-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS BHAYANGKARA,JL. JEND POL SUCIPTO JUDHODIHARJO NO. 12 KEL. BLINDUNGAN KEC. BONDOWOSO,Kab. Bondowoso,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370293901,2025-01-10,PSE51853,2,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK FARHAN,"JL.KAMBOJA NO.16,SUMENEP",Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,SIMPENEM,SIMEX PHARMACEUTICAL INDONESIA,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,1885,2025-01-10,SP3G02,5,"DUS,1 VIAL @ 1 GRAM",2025-09-01 00:00:00,SIMPENEM 1 GR INJEKSI,Apotek,1
DALAM NEGERI,PERSADA HOSPITAL,JL.PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV MA,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202501/03624,2025-01-10,EE4480,1,"DUS, 1 VIAL @ 1 G",2026-05-03 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DJATIROTO,LUMAJANG,Kab. Lumajang,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250036174,2025-01-10,I604M052,10,"DUS, 1 VIAL @ 1 G",2026-07-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DR SOETOMO SURABAYA,"JL. MAYJEN PROF DR MOESTOPO NO. 6-8 AIRLANGGA, GUBENG, SURABAYA 60286",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002691,2025-01-10,IMRPA41533,588,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS BHAYANGKARA,JL. JEND POL SUCIPTO JUDHODIHARJO NO. 12 KEL. BLINDUNGAN KEC. BONDOWOSO,Kab. Bondowoso,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370293895,2025-01-10,PSE51853,2,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS KALIWATES,JEMBER,Kab. Jember,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250037002,2025-01-10,I604M052,50,"DUS, 1 VIAL @ 1 G",2026-07-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO SURABAYA,"JL. RAYA DARMO, NO:90",Kota Surabaya,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250102126,2025-01-10,EHC020,10,"DUS, 1 VIAL @ 1 G",2025-11-30 00:00:00,TRIAL,Rumah Sakit,1
DALAM NEGERI,RS DR SOETOMO SURABAYA,"JL. MAYJEN PROF DR MOESTOPO NO. 6-8 AIRLANGGA, GUBENG, SURABAYA 60286",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002691,2025-01-10,IMRPA41533,112,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125002792,2025-01-10,I037N003,7,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL.PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV MA,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202501/03624,2025-01-10,EC4477,9,"DUS, 1 VIAL @ 1 G",2026-03-18 00:00:00,NAN,Rumah Sakit,1
