jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,RS MITRA SEHAT,DSN. BARAT RT. 002 RW. 011 CURAH JERU PANJI SITUBONDO 68323,Kab. Situbondo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,125066063,2025-09-04,IMRPA51590,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD LAWANG,JL. RA. KARTINI NO. 05 LAWANG-LAWANG,Malang,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250051235,2025-09-04,55F0125,2,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA,JL.SATELIT INDAH II DARMO SATELIT TANJUNGSARI-SUKOMANUNGGAL,Kota Surabaya,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250181672,2025-09-04,56A0882,2,"DUS, 10 VIAL @ 0,5 G",2026-12-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD LAWANG,JL. RA. KARTINI NO. 05 LAWANG-LAWANG,Malang,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250051235,2025-09-04,56F0931,3,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSU SUMEKAR,"JL.ARYA WIRARAJA NO.99 LINGKAR TIMUR , KOLOR",Kab. Sumenep,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250181110,2025-09-04,56D0205,10,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS AL IRSYAD,JL. KHM. MANSYUR NO. 210-214 DAN 191 SURABAYA KELURAHAN NYAMPLUNGAN KECAMATAN,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341117390,2025-09-04,PSF62654,2,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSIA AMINAH,JL. KENARI NO. 54 PLOSOKEREP - SANANWETAN,Kota Blitar,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250051393,2025-09-04,56F0931,1,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS WIDODO,JL. YOS SUDARSO NO. 6 A KEL. MARGOMULYO KEC. NGAWI KAB. NGAWI 63217,NGAWI,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-04,IMRPA51595,140,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSU AISYIYAH,JL. DR. SUTOMO NO.18-24 PONOROGO 63419,Kab. Ponorogo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-04,IMRPA51595,11,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PT BINA SAN PRIMA,JL. LETJEND. SUTOYO NO.138 JEMBER,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,T2712/2509/0015,2025-09-04,FB4984A,2,"DUS, 1 VIAL @ 1 G",2027-02-17 00:00:00,NAN,PBF,1
DALAM NEGERI,RS BHAYANGKARA,JL. JEND POL SUCIPTO JUDHODIHARJO NO. 12 KEL. BLINDUNGAN KEC. BONDOWOSO,Kab. Bondowoso,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370318240,2025-09-04,PSB16454,2,"DUS, 10 VIAL @ 1 G",2028-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH,JL. PANGLIMA SUDIRMAN 65 PROBOLINGG,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,8370318281,2025-09-04,PSB16454,1,"DUS, 10 VIAL @ 1 G",2028-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341117376,2025-09-04,PSF62654,2,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS UBAYA,JL. PANJANG JIWO PERMAI NO. 89 TENGGILIS MEJOYO KOTA SURABAYA 60299,KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325009879,2025-09-04,IMRPA51590,39,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KFTD BOGOR,"JL. TENTARA PELAJAR NO. 2, BOGOR",Kota Bogor,Jawa Barat,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2309346346,2025-09-04,J42621J,30,"DUS, 10 VIAL @ 1 G",2026-10-16 00:00:00,-,Lainnya,1
DALAM NEGERI,RS UBAYA,JL. PANJANG JIWO PERMAI NO. 89 TENGGILIS MEJOYO KOTA SURABAYA 60299,KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325009879,2025-09-04,IMRPA51590,122,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RUMAH SAKIT PHC SURABAYA,"JL. PRAPAT KURUNG SELATAN NO.01 RT.002 RW.003, PERAK UTARA, PABEAN CANTIAN 60165",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125101601,2025-09-04,IMRPA51582,70,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Lainnya,1
DALAM NEGERI,RS HERMINA,"JL. TANGKUBAN PERAHU NO.33 KAUMAN, KLOJEN",Kota Malang,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250051282,2025-09-04,56F0931,4,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD BHAKTI DHARMA HUSADA,JL. RAYA KENDUNG NO.115-117 SEMEMI - BENOWO,Kota Surabaya,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250180603,2025-09-04,56D0205,22,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD DR SAYIDIMAN,JL.PAHLAWAN NO.2 MAGETAN,Kab. Magetan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPEX,BERNOFARM,UNITED DICO CITAS CABANG MALANG,JAWA TIMUR,KAB. MALANG,378391,2025-09-04,PSH88653,20,"DUS, 1 VIAL @ 1 G",2026-07-01 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH,"JL. DR.SOETOMO, NO:15",Kab. Jombang,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250901467,2025-09-04,EID088 A,10,"DUS, 1 VIAL @ 1 G",2026-08-31 00:00:00,TRIAL,Rumah Sakit,1
DALAM NEGERI,RS DR EFRAM HARSANA LANUD ISWAHJUDI,JL. MARSMA TNI ANUMERTA R. ISWAHJUDI MAOSPATI,Kab. Magetan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MADIUN,JAWA TIMUR,KOTA MADIUN,FKMDU/202509/01760,2025-09-06,EF4575,5,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI AISYIYAH,"JL. SULAWESI NO.16 KASIN, KLOJEN SAWAHAN",Kota Malang,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250051638,2025-09-06,56F0931,5,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,37044,2025-09-06,O4045,20,"DUS, 1 VIAL @ 1 G",2027-05-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS HERMINA,TANGKUBAN PERAHU 33 KLOJEN MLG,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROCEF,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,JAWA TIMUR,KAB. MALANG,2510017745,2025-09-06,IJ24026B,24,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK KIMIA FARMA KETINTANG,JL. KETINTANG NO. 178 GAYUNGAN-GAYUNGAN,Kota Surabaya,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250182245,2025-09-06,56D0205,1,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Apotek,1
DALAM NEGERI,RSI SITI HAJAR,JL. RADEN PATAH NO. 70-72,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900253,2025-09-06,PSG66853,1,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA PONDOK TJANDRA,JL. RAYA TAMAN ASRI KAV. DD 1-8 TAMBAKSUMUR-WARU,Kab. Sidoarjo,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250182461,2025-09-06,56D0205,3,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSU PRIMA MEDIKA,JL.SOEKARNO HATTA TULUNGAGUNG,Kab. Tulungagung,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,LAB MEDIKA SEJAHTERA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FC -2509-943848,2025-09-06,D4C653,1,"DUS, 10 VIAL @ 1 G",2026-03-01 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU AL ISLAM H M MAWARDI,JL. KYAI MOJO NO. 12A KRIAN SIDOARJO 61262,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325009917,2025-09-06,IMRPA51590,30,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK GRIYA BROMO,JL. BROMO NO. 7 KLOJEN MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,LAB MEDIKA SEJAHTERA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FC -2509-943825,2025-09-06,D4E796,1,"DUS, 10 VIAL @ 1 G",2026-04-01 00:00:00,NAN,Klinik,1
DALAM NEGERI,RS GRAHA SEHAT,JL. RAYA PANGLIMA SUDIRMAN NO. 2 B KRAKSAAN,Kab. Probolinggo,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250030839,2025-09-08,56A0673,5,"BOX, 1 VIAL X 1 GRAM",2027-03-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSIA KENDANGSARI MERR,JL. IR. H. SOEKARNO NO.2 SURABAYA 60124,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125102701,2025-09-08,I604O005,5,"DUS, 1 VIAL @ 1 GRAM",2028-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,SILOAM HOSPITAL,JL. RAYA GUBENG 70 SURABAYA 60281,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125102451,2025-09-08,IMRPA51582,30,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD KANJURUHAN,"JL. PANJI 100 KEPANJEN KEPANJEN, KEPANJEN",Malang,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,JAWA TIMUR,KAB. MALANG,56250050912,2025-09-08,55F0125,3,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,SILOAM HOSPITALS,JL. GAJAH MADA NO 104 JEMBER KIDUL-KALIWATES,Kab. Jember,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250030845,2025-09-08,55F0124,5,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Lainnya,1
DALAM NEGERI,RS MUHAMMADIYAH,JL. JAKSA AGUNG SUPRAPTO NO.76 SUKOREJO - LAMONGAN,Kab. Lamongan,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250182924,2025-09-08,56D0205,5,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA PONDOK TJANDRA,JL. RAYA TAMAN ASRI KAV. DD 1-8 TAMBAKSUMUR-WARU,Kab. Sidoarjo,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250181931,2025-09-08,56D0205,1,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,SILOAM HOSPITALS,JL. GAJAHMADA NO. 104 KALIWATES JEMBER 68131,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,125066490,2025-09-08,IMRPA51590,3,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Lainnya,1
DALAM NEGERI,RS INSTALASI FARMASI CITRA MEDIKA,JL RAYA SURABAYA MOJOKERTO KM.44 TARIK,Kab. Mojokerto,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,KIMIA FARMA (PERSERO) TBK (PULO GADUNG),KIMIA FARMA TRADING & DISTRIBUTION CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2808634397,2025-09-08,K42628J,3,"DUS, 10 VIAL @ 1 G",2026-11-19 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD WALUYO JATI KRAKSAAN,JL. DR. SOETOMO NO. 1 KRAKSAAN KRAKSAAN,Kab. Probolinggo,Jawa Timur,MEROPENEM,MEROPENEM,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250030723,2025-09-08,55F0124,5,"DUS, 10 VIAL @ 0,5 G",2026-06-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSI NASRUL UMMAH,JL. MERPATI NO. 62 SIDOKUMPUL - LAMONGAN,Kab. Lamongan,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250182896,2025-09-08,56D0205,2,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,APOTEK KIMIA FARMA KEPANJEN,JL. JEND. A. YANI NO D48 KEC. KEPAJEN,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808636925,2025-09-08,J42622J,1,"DUS, 10 VIAL @ 1 G",2026-10-19 00:00:00,-,Apotek,1
DALAM NEGERI,RS MUHAMMADIYAH AHMAD DAHLAN,JL. GATOT SUBROTO NO.84 NGAMPEL MOJOROTO KEDIRI 64112,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-08,IMRPA51595,40,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS AURA SYIFA,JL. JOYOBOYO NO. 42,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900349,2025-09-08,PSG66853,3,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO SURABAYA,"JL. RAYA DARMO, NO:90",Kota Surabaya,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250901683,2025-09-08,EID088 A,7,"DUS, 1 VIAL @ 1 G",2026-08-31 00:00:00,TRIAL,Rumah Sakit,1
DALAM NEGERI,RSUD DR R SOSODORO DJATIKOESOEMO,JL. VETERAN NO. 36,Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,IVC/SBY/250900432,2025-09-09,PSG66853,70,"DUS, 10 VIAL @ 1 G",2026-06-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD JOMBANG,JL. KH WAKHID HASYIM NO. 52 KEPANJEN JOMBANG 61411,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325009966,2025-09-09,IMRPA51590,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DR MUHAMAD SALEH,JL. MAYJEND PANJAITAN NO. 65,Kota Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,FKJMB/202509/02760,2025-09-09,EM4985B,4,"DUS, 1 VIAL @ 1 G",2026-12-16 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WIJAYA KUSUMA,JL. A. YANI 149 SUKODONO,Kab. Lumajang,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,54250031000,2025-09-09,56D0199,4,"BOX, 1 VIAL X 1 GRAM",2027-03-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH,JL. RAYA BABAT - SURABAYA KM 4 DESA KEBALANPELANG KEC. BABAT KAB.,Kab. Lamongan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341118944,2025-09-09,PSF62654,5,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK KAWI,KAWI KIOS 3-4 MLG,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROCEF,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,JAWA TIMUR,KAB. MALANG,2510017884,2025-09-09,IJ24026B,12,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSI JOMBANG,JL. BRIGJEN KRETARTO 22 A,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341118969,2025-09-09,PSF62654,1,"DUS, 10 VIAL @ 1 G",2027-05-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS AISYIYAH,JL. KH. HASYIM ASHARI 17 BJNGR 62112,Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325008089,2025-09-09,IMRPA51582,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA PONDOK TJANDRA,JL. RAYA TAMAN ASRI KAV. DD 1-8 TAMBAKSUMUR-WARU,Kab. Sidoarjo,Jawa Timur,MEROPENEM,MEROPENEM DRY INJECTION 1 G,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,49250183584,2025-09-09,56D0205,3,"BOX, 1 VIAL X 1 GRAM",2027-05-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RSUD MANTINGAN,"JL. RAYA NGAWI - SOLO NO.550, BLANDONGAN, JATIMULYO, KEC. MANTINGAN, KABUPATEN NGAWI, JAWA TIMUR 63261, INDONESIA 63261",Kab. Ngawi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-09-09,IMRPA51595,30,"DUS, 1 VIAL @ 1 G",2027-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS CIPTA NIRMALA,JL. R.A. KARTINI NO.280 GRESIK 61111,Kab. Gresik,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325008082,2025-09-09,IMRPA51582,60,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DR MUHAMAD SALEH,JL. MAYJEND PANJAITAN NO. 65,Kota Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,FKJMB/202509/02760,2025-09-09,EL4847,6,"DUS, 1 VIAL @ 1 G",2026-11-22 00:00:00,NAN,Rumah Sakit,1
