jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,kategori_obat,anomaly_label,anomaly_reason
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-05,N2510080,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-15,N2511002,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-21,N2511051,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-26,N2511051,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-02,N2511051,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-11,N2512025,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-26,N2512025,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-05,N2601049,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-01-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-26,N2601065.1,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,JL. AGUS SALIM NO. 19,PT NULAB,0F0670,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-04-24,N2603043,10.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,"JL. AGUS SALIM NO. 19 KEL. BANYUANYAR, KAB. SAMPANG - JAWA TIMUR",SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,Jawa Timur,Kab. Sidoarjo,2600301009652/SJ26003010909/260031011137,2026-04-25,JS25077B,2.0,"Dus, 3 strip @ 10 tablet",2027-10-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RUMAH SAKIT SUKMA WIJAYA,JL. AGUS SALIM NO. 19 KEL. BANYUANYAR. KEC. SAMPANG,SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260008707.400116260008707400116260008707),2026-03-12,N2601049,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-01-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RUMAH SAKIT SUKMA WIJAYA / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RUMAH SAKIT SUKMA WIJAYA,JL. AGUS SALIM NO. 19 KEL. BANYUANYAR. KEC. SAMPANG,SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260009147.400116260009147400116260009147),2026-03-14,N2601049,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-01-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RUMAH SAKIT SUKMA WIJAYA / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RUMAH SAKIT SUKMA WIJAYA,JL. AGUS SALIM NO. 19 KEL. BANYUANYAR. KEC. SAMPANG,SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260014091.400116260014091400116260014091),2026-04-24,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,PROSTER TABLET 3X10S / RUMAH SAKIT SUKMA WIJAYA / DKL1108017210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RUMAH SAKIT SUKMA WIJAYA,JL. AGUS SALIM NO. 19 KEL. BANYUANYAR. KEC. SAMPANG,SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260015537),2026-05-05,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,PROSTER TABLET 3X10S / RUMAH SAKIT SUKMA WIJAYA / DKL1108017210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS SUKMA WIJAYA,"JL. AGUS SALIM NO.19 GUNUNG SEKAR, SAMPANG",SAMPANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609006286,2026-04-07,IS25042,10.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU MUSLIMAT PONOROGO,JL. AHMAD YANI 155 KEL. SUKRODIMAN KEC. SUKRODIMAN,PONOROGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-02-25,A5H847,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU MUSLIMAT PONOROGO,JL. AHMAD YANI 155 KEL. SUKRODIMAN KEC. SUKRODIMAN,PONOROGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-02-25,A5M518,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU MUSLIMAT PONOROGO,JL. AHMAD YANI 155 KEL. SUKRODIMAN KEC. SUKRODIMAN,PONOROGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-04-29,A5M518,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS INSTALASI FARMASI TOELOENGREDJO PARE,JL. AHMAD YANI NO 25 PARE KAB KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260015555),2026-04-29,N2603043,3.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RS MASYITOH,JL. AHMAD YANI NO. 06 KIDULDALEM BANGIL,PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-04-27,N2603044,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / RS. MASYITOH / GKL1843000210A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK MEDIKA,"JL. AHMAD YANI NO. 37, DS/KEL. WONOJATI, KEC. JENGGAWAH",JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026040422,2026-04-09,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,RSUD DR DARSONO KABUPATEN PACITAN,JL. AHMAD YANI NO. 51 PACITAN 63511,RS PEMERINTAH,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-01-14,TIVTA50032,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,RSUD DR DARSONO KABUPATEN PACITAN,JL. AHMAD YANI NO. 51 PACITAN 63511,RS PEMERINTAH,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-02-16,TIVTA50032,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,RSUD DR DARSONO KABUPATEN PACITAN,JL. AHMAD YANI NO. 51 PACITAN 63511,RS PEMERINTAH,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-03-10,TIVTA50032,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,RSUD DR DARSONO KABUPATEN PACITAN,JL. AHMAD YANI NO. 51 PACITAN 63511,RS PEMERINTAH,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-04-15,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK KU,"JL. AHMAD YANI NO.58 PETUNGASRI PANDAAN, KAB. PASURUAN 67156",PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,Jawa Timur,Kab. Malang,126024102,2026-02-26,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Apotek,misoprostol,1,Normal
Dalam Negeri,RS KARTINI,JL. AIRLANGGA NO. 137 MOJOSARI MOJOKERTO 61382,MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,126031162,2026-02-20,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS KARTINI,JL. AIRLANGGA NO. 137 MOJOSARI MOJOKERTO 61382,MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,126039902,2026-03-04,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701008260/SJ26027005563/260271008789,2026-03-30,IS25042,1.0,"Dus, 3 strip @ 10 tablet",2027-09-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701009866/SJ26027006672/260271010541,2026-04-15,AS26058,1.0,"Dus, 3 strip @ 10 tablet",2028-01-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701010475/SJ26027007091/260271011191,2026-04-21,AS26058,1.0,"Dus, 3 strip @ 10 tablet",2028-01-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701002306/SJ26027001611/260271002457,2026-01-26,IS25041,1.0,"Dus, 3 strip @ 10 tablet",2027-09-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701005667/SJ26027003847/260271006035,2026-02-28,IS25042,2.0,"Dus, 3 strip @ 10 tablet",2027-09-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701005968/SJ26027004045/260271006344,2026-03-03,IS25042,2.0,"Dus, 3 strip @ 10 tablet",2027-09-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS APOTEK KARTINI,"JL. AIRLANGGA NO. 137 MOJOSARI, KAB. MOJOKERTO - JAWA TIMUR",MOJOKERTO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2602701007081/SJ26027004771/260271007548,2026-03-13,IS25042,2.0,"Dus, 3 strip @ 10 tablet",2027-09-30,-,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS INSTALASI FARMASI AIRLANGGA J JOMBANG,JL. AIRLANGGA NO.50C - JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341188380,2026-02-21,1EG100,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,BHAYANGKARA H S SAMSOERI SURABAYA,JL. AKHMAD YANI 116 - SURABAYA,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341185346,2026-02-13,1EG100,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,BHAYANGKARA H S SAMSOERI SURABAYA,JL. AKHMAD YANI 116 - SURABAYA,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341212230,2026-04-22,1EL012,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,APOTEK AIRLANGGA FARMA,JL. ALTERNATIF BATU MALANG,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-03-17,N2601049,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-01-01,3579,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,RS AN NOOR MEDIKA,"JL. ANDANSARI RT.003 RW.007, SUKOREJO",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-27,N2511028,10.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS AN NOOR MEDIKA,"JL. ANDANSARI RT.003 RW.007, SUKOREJO",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-23,N2511028,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD BENDAHARA BLUD DR ABDOER RAHEM SITUBONDO,JL. ANGGREK NO. 68 SITUBONDO,SITUBONDO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601000284/SJ26026000255/260261000304,2026-01-09,HS25082,6.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD BENDAHARA BLUD DR ABDOER RAHEM SITUBONDO,JL. ANGGREK NO. 68 SITUBONDO,SITUBONDO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601003993/SJ26026003669/260261004331,2026-03-31,HS25082,15.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,UPTD PUSKESMAS SEMEN,JL. ARGOWILIS NO. 127 DS SEMEN KEC. SEMEN KAB. KEDIRI,KEDIRI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260007736),2026-02-28,T38250007,1.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Puskesmas,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402227690,2026-01-08,4MJ153,15.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402228669,2026-01-08,4MJ153,2.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402265750,2026-02-16,4MJ153,2.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402295216,2026-03-16,4MJ153,2.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402334559,2026-04-29,4MJ153,2.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PUTRI,JL. ARIEF RAHMAN HAKIM 122 SURABAYA,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,Jawa Timur,Kab. Sidoarjo,2600301004784/SJ26003005349/260031005435,2026-02-25,IS25041,10.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK WIRARAJA,"JL. ARYA WIRARAJA, GUNGGUNG, BATUAN",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-04-14,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK WIRARAJA,"JL. ARYA WIRARAJA, GUNGGUNG, BATUAN",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-04-20,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Apotek,misoprostol,1,Normal
Dalam Negeri,KLINIK PRATAMA ALFA MEDIKA,"JL. ASEM III NO.10-12, ASEMROWO",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-13,N2511028,10.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK PRATAMA ALFA MEDIKA,"JL. ASEM III NO.10-12, ASEMROWO",PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-18,N2511028,40.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Klinik,misoprostol,-1,Isolation Forest outlier (ML)
