jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,kategori_obat,anomaly_label,anomaly_reason
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,JL.TAMBAKREJO 45-47,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-27,N2511028,12.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,JL.TAMBAKREJO 45-47,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-04-15,N2511028,8.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD DR MOH SOEWANDI DEPO,JL.TAMBAKREJO 45-47,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-01-22,N2508032,30.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,PT RS MEDIKALOKA MALANG HERMINA,JL.TANGKUBAN PRAHU NO.33 RT.03/RW.07,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-02-02,N2512024,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,3573,Rumah Sakit,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,RS HERMINA TANGKUBANPRAHU,Jl.Tangkubanprahu no.33 Malang,KOTA MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,12446,2026-03-27,N2512024,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,Misoprostol 200 mcg tablet NUL,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,PERS PERKUMPULAN ADI HUSADA SURABAYA,JL.UNDAAN WETAN NO.40-44,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341170253,2026-01-08,1EG100,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PERS PERKUMPULAN ADI HUSADA SURABAYA,JL.UNDAAN WETAN NO.40-44,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341190933,2026-02-27,1EG100,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PERS PERKUMPULAN ADI HUSADA SURABAYA,JL.UNDAAN WETAN NO.40-44,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341199605,2026-03-18,1EG100,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PERS PERKUMPULAN ADI HUSADA SURABAYA,JL.UNDAAN WETAN NO.40-44,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341212762,2026-04-23,1EL012,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PERS PERKUMPULAN ADI HUSADA SURABAYA,JL.UNDAAN WETAN NO.40-44,KOTA SURABAYA,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341216696,2026-04-30,1EL012,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Lainnya,misoprostol,1,Normal
Dalam Negeri,RSIA CITRA KELUARGA,JL.URIP SUMOHARJO 189 KEDIRI,KOTA KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610003243,2026-03-04,IS25042,3.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOM JOMBANG,JL.URIP SUMOHARJO NO. 34 - JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341188384,2026-02-21,1EG100,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOM JOMBANG,JL.URIP SUMOHARJO NO. 34 - JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341210807,2026-04-18,1EL012,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOM JOMBANG,JL.URIP SUMOHARJO NO. 34 - JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,GASTRUL,PRATAPA NIRMALA,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8341173390,2026-01-17,1EG100,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-03-06,N2511028,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-03-09,N2511028,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-03-09,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-03-16,N2511028,10.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-04-06,N2511028,7.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-05-04,N2601044,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-05-18,N2601044,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-05-25,N2601044,4.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-01-12,N2508032,7.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-01-19,N2508032,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-02-04,N2508032,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RSIA INSTALASI FARMASI MUSLIMAT JOMBANG,"JL.URIP SUMOHARJO NO.34,JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-02-16,N2511028,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,APOTEK SUMBER REJEKI,Jl.Wahidin Sudiro Husodo No.123 Pasuruan,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,2523,2026-01-19,N2510080,10.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-01,Misoprostol 200 mcg tablet NUL,Apotek,misoprostol,1,Normal
Dalam Negeri,RSU UNIVERSITAS MUHAMMADIYAH JEMBER RS,JL.WOLTER MONGINSIDI NO.91 SUMBERSARI JBR,JEMBER,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610003749,2026-03-16,HS25082,15.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK DWI PUTRA FARMA,JL.WR SUPRATMAN NO.5B,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-05-28,N2603044,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,3574,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK DWI PUTRA FARMA,JL.WR SUPRATMAN NO.5B,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-01-23,N2511051,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,3574,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK DWI PUTRA FARMA,Jl.WR.Supratman No.05-B Kota Probolinggo,KOTA PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,10970,2026-03-13,N2512024,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,Misoprostol 200 mcg tablet NUL,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DWI PUTRA FARMA,Jl.WR.Supratman No.05-B Kota Probolinggo,KOTA PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,KALLISTA PRIMA CABANG MALANG,Jawa Timur,Kab. Malang,13337,2026-03-31,N2508032,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-01,Proster 30 tablet,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK K24 DENNYS,JLN PANJAITAN NO. 95 RT. 000 RW. 000. CITRODIWANGSAN. LUMAJANG,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-02-26,N2512024,1.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APOTEK K-24 DENNYS / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK GRAHA AMANI FARMA SDJ,Jln.Ruko Citra Harmoni RKG 40 Sidoarjo,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,KALLISTA PRIMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,25478,2026-05-19,A5A866,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-01-01,Protecid tablet,Apotek,misoprostol,1,Normal
Dalam Negeri,RS PELENGKAP MEDICAL CENTER,JUANDA NO 3 JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610000161,2026-01-06,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PELENGKAP MEDICAL CENTER,JUANDA NO 3 JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610000505,2026-01-13,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS PELENGKAP MEDICAL CENTER,JUANDA NO 3 JOMBANG,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610001453,2026-01-29,HS25082,4.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609002394,2026-02-13,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609003452,2026-02-26,HS25082,4.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609004071,2026-03-05,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609004629,2026-03-12,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609005086,2026-03-17,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609005738,2026-03-31,HS25082,4.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,PELENGKAP IFRS,"JUANDA NO 3, JOMBANG",JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609007122,2026-04-15,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,KLINIK UTAMA SAYFER KEROBOKAN KUTA UTARA,Kabupaten Badung,BADUNG,BALI,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/03/03/ 2489528,2026-03-03,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-01,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK ARSYIFA FIRST MEDIKA TENGKET AROSBAYA,Kabupaten Bangkalan,BANGKALAN,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/02/11/ 2421216,2026-02-11,T-38250005,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Klinik,misoprostol,1,Normal
Dalam Negeri,APOTEK SENENAN,Kabupaten Bangkalan,BANGKALAN,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/04/15/ 2638411,2026-04-15,T-38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK PEMUDA FARMA,Kabupaten Bojonegoro,BOJONEGORO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/04/28/ 2687427,2026-04-28,T-38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK APB GRESIK NGABETAN CERME,Kabupaten Gresik,GRESIK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/03/28/ 2575134,2026-03-28,T-38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK NUR JANNAH SETRO MENGANTI,Kabupaten Gresik,GRESIK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/02/25/ 2470769,2026-02-25,TIVTA50032,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,KLINIK BUDI MULYA SEMBUNGAN KIDUL DUKUN,Kabupaten Gresik,GRESIK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/01/12/ 2321229,2026-01-12,T-38250005,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Klinik,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/01/07/ 2304201,2026-01-07,T-38250005,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/02/16/ 2438874,2026-02-16,T-38250005,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/03/02/ 2488338,2026-03-02,T-38250005,6.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/03/25/ 2564238,2026-03-25,T-38250016,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/04/12/ 2629607,2026-04-12,T-38250016,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARDIA FARMA,Kabupaten Jember,JEMBER,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TEKNOLOGI MEDIKA PRATAMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,TMP-INV-2026/04/27/ 2682365,2026-04-27,T-38250005,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-05-01,,Apotek,misoprostol,1,Normal
